applicant_id,annual_income,self_reported_debt,self_reported_expenses,requested_amount,age,province,employment_status,months_employed,credit_score,credit_utilization,num_open_accounts,num_credit_inquiries,payment_history,total_credit_limit,monthly_expenses,estimated_debt,DTI,approved,approved_amount,interest_rate
A00016,45200.17490441385,767.0512863887784,43.73982283009337,38019.45436614257,32.0,BC,Unemployed,234.0,610.0,25.591981850119573,20.0,3.0,On Time,74657.14064268132,1000.9253755002923,573.1872564927972,65.86228073087207,0.0,0.0,0.0
A00017,36083.26414852113,323.2631422853334,2738.71819705371,1465.8039184871757,41.0,BC,Full-time,583.0,655.0,37.09341994427752,14.0,1.0,On Time,66667.43494764941,5273.1652120796825,741.8769483362889,36.885162171949275,1.0,1465.8039184871757,7.907445688747227
A00018,70061.1468597906,1248.5249152710664,5976.2899319556,47991.413736827584,66.0,BC,Unemployed,555.0,764.0,18.285530127477433,8.0,6.0,On Time,85239.57463724415,9023.533335845363,467.5952430248068,54.053284226985596,0.0,0.0,0.0
A00019,38024.57583774577,900.4034820007573,7992.65965959968,26247.51284151627,,ON,Full-time,305.0,712.0,36.36995937491068,0.0,,Late<30,19268.998607280628,8776.489543389049,210.24380896260206,59.90039760521485,0.0,0.0,0.0
A00020,29550.26968924983,723.2030220523466,1333.8861709325956,49167.80510460127,25.0,ON,Full-time,476.0,663.0,59.75629069134071,14.0,10.0,On Time,53822.18270612278,5779.401227001188,964.864198628857,128.44964491014258,0.0,0.0,
A00021,124595.07828821737,2160.7957008849503,1105.4136441673534,3841.881051162713,60.0,ON,Part-time,487.0,742.0,9.864817249422448,2.0,9.0,On Time,93217.42598908507,8567.396667377307,275.871861553166,24.578087953713272,1.0,3841.881051162713,4.8558576797653785
A00022,53482.61087929391,854.1215790328979,9220.926535723316,29592.947894429748,28.0,ON,Part-time,79.0,602.0,34.93314867264247,14.0,1.0,Late<30,36875.632180140376,3642.4038245743327,386.45458240395675,47.75454069899393,0.0,0.0,0.0
A00023,61930.25443446889,1491.5046051494357,7511.483678225826,18117.02476281965,86.0,ON,Part-time,285.0,742.0,31.880782475685727,10.0,10.0,On Time,59547.04500770337,1925.2769504813084,569.5219166881376,50.46717062940159,0.0,0.0,0.0
A00024,29366.971601059646,574.4227767828554,5897.796007780785,42330.642147900006,62.0,ON,Full-time,560.0,702.0,16.7127880917148,8.0,5.0,On Time,31421.943590161965,4216.30869521146,157.54448539565792,81.80155123151805,0.0,0.0,0.0
A00025,205562.55603482586,429.3859846298672,7691.86789995928,18699.914026480026,31.0,BC,Unemployed,97.0,218.0,15.294584931680404,18.0,5.0,On Time,77488.65095448226,8096.322536604532,355.5470259794,35.414063720041916,1.0,15000.0,5.226002064626262
A00026,63288.650487134284,1018.6578091914018,4288.543613066385,13763.891373810106,51.0,ON,Part-time,631.0,764.0,11.326803548804055,17.0,10.0,On Time,68590.66209730401,7068.613462394095,233.07388645756885,31.562975491822325,1.0,13763.891373810106,8.816009448867387
A00027,33674.73767311809,415.4592801769649,7584.557473091266,43020.10322789575,50.0,ON,,405.0,675.0,34.027480199324344,20.0,9.0,On Time,19303.42879136822,3846.4126305096047,197.05411229320487,67.81759695760056,0.0,0.0,0.0
A00028,72247.21143488212,1167.7609643694213,3718.0299127453577,19358.00149100979,66.0,BC,Unemployed,536.0,480.0,25.785625465048046,,2.0,Late>60,105043.29265558792,3415.013519802935,812.5821006097267,42.53866233192069,0.0,0.0,0.0
A00029,44341.69257303298,706.1160109670534,2440.9457249260236,1824.832673167512,23.0,ON,Unemployed,567.0,614.0,38.15743188409456,20.0,7.0,On Time,66815.4606907515,9643.238096488722,764.8519170335243,41.289706900998716,1.0,1824.832673167512,9.57993164336335
A00030,51748.62419153363,933.3250786946892,7290.134212929686,20124.165941127354,79.0,ON,Full-time,254.0,758.0,38.48901383502939,2.0,4.0,On Time,89076.5307573043,2633.7673701079734,1028.5403474082918,59.493533080399395,0.0,0.0,0.0
A00031,44318.0221517441,632.8395595043129,4196.722921572683,33071.591181536154,21.0,ON,Part-time,486.0,623.0,10.686551956685882,12.0,3.0,On Time,48674.444773351126,3081.415452314218,156.04859490997632,48.22514552916118,0.0,0.0,0.0
A00032,151166.7924956226,1673.5938865646372,9813.771043261948,13463.61740151271,42.0,BC,Part-time,193.0,613.0,9.173385726297873,5.0,,On Time,95100.02902325256,3472.9291261584094,261.7167746437255,18.569309922916958,1.0,10000.0,5.304209932711092
A00033,59471.434726916836,,3494.85182308101,22167.392028832706,52.0,BC,Part-time,515.0,686.0,45.30050398130675,5.0,4.0,Late 30-60,79072.82808520574,7829.676223581869,1074.611689046114,55.17628508086474,0.0,0.0,0.0
A00034,35282.57643022995,782.2164155773613,9217.27420531066,3779.0417758290505,60.0,ON,Full-time,463.0,789.0,46.7511266785129,10.0,10.0,On Time,24044.93731308795,8501.602067172842,337.23837309032285,41.929796517454186,1.0,3779.0417758290505,4.084102700735478
A00035,90334.29492394529,1752.5037317556241,9329.625485670795,29816.5467841839,38.0,BC,Part-time,503.0,725.0,59.601245419698856,8.0,9.0,On Time,47480.878360972114,2170.870894945637,848.9758451805502,46.440514979234074,1.0,15000.0,10.972167628447604
A00036,32518.94673824811,454.38066631801377,2418.5294706474615,38058.4512691593,59.0,ON,Unemployed,35.0,854.0,69.58756729961274,16.0,10.0,On Time,54237.545047745356,4073.7667238619133,1132.2776448527272,100.6826649537115,0.0,0.0,0.0
A00037,66465.06813999795,1590.2022587367214,7982.211815880134,21252.315508654403,100.0,ON,Full-time,15.0,720.0,34.14977255533098,16.0,3.0,,73451.60362983124,8653.960150009256,752.5066673349181,53.80772441344007,0.0,0.0,0.0
A00038,22475.13661965379,528.9926349855805,4330.745051445651,21591.399007271542,38.0,ON,Part-time,589.0,716.0,18.271703084524283,8.0,10.0,Late<30,28936.912762019037,3135.6765409090613,158.61800345111797,71.29759242417887,0.0,0.0,0.0
A00039,30819.626053243825,364.3642068414163,9175.24727230348,5325.842430660905,24.0,ON,Full-time,72.0,656.0,58.55770961626365,18.0,5.0,On Time,46052.95986514742,4038.319687767109,809.0267552258241,51.90846505472441,0.0,0.0,0.0
A00040,66067.39378220949,593.9652334865921,4501.242726352388,10895.102361087145,75.0,ON,Full-time,319.0,524.0,56.613880891625165,2.0,7.0,On Time,72775.97605236282,5536.623350750115,1236.0391320000704,39.17558685779559,1.0,10000.0,11.327102016955058
A00041,86615.43310073898,1791.9415230920029,7443.037173373661,8579.08985326772,60.0,ON,Full-time,244.0,694.0,40.62708676842288,13.0,1.0,Late<30,49950.89409170967,6414.428809732049,608.8077925272571,36.826536556722886,1.0,8579.08985326772,7.090266012832243
A00042,65230.611586616986,,4669.674091637979,24602.70066441536,43.0,ON,Part-time,194.0,684.0,12.381741005869031,14.0,6.0,On Time,57345.240843701766,3036.1804654480197,213.01017601376932,44.048736493135294,0.0,0.0,0.0
A00043,56510.16761919293,1382.4878777364158,2278.007557128562,26933.521506586756,59.0,ON,Full-time,88.0,746.0,20.544276206903373,18.0,10.0,On Time,44728.463756327874,5758.6833724189755,275.67417411613997,52.369358668387115,0.0,0.0,0.0
A00044,51505.720193659006,1193.075407147942,1993.501289446863,47498.06643292874,59.0,ON,Full-time,138.0,710.0,34.90937167572128,0.0,5.0,On Time,101264.93453012442,7244.200241697105,1060.5285711689085,85.70417322519268,0.0,0.0,0.0
A00045,28587.904987265712,524.3663898111247,4254.311942563456,4588.343709584462,21.0,,Full-time,562.0,706.0,17.431461165564432,3.0,3.0,On Time,46005.319979499815,900.8930833715445,240.58198458960496,37.887296159280794,1.0,4588.343709584462,7.228664492031898
A00046,41776.02526879508,717.1915425186318,7554.9465701421495,30393.53068459731,61.0,ON,,396.0,793.0,17.205794103281306,14.0,1.0,On Time,49183.9588407488,9993.218880627504,253.8747206994558,54.084767662061886,,0.0,0.0
A00047,47556.82612821127,418.3740849704512,6050.714851807668,26798.427839083826,64.0,ON,Full-time,483.0,653.0,38.895720773675265,14.0,0.0,On Time,28298.741447396795,9327.483736357288,330.20998367531297,39.1751181956349,0.0,0.0,0.0
A00048,101575.85244672929,1264.0377512184054,6886.292899005432,26295.42179885563,75.0,ON,Part-time,386.0,763.0,38.24220770671087,2.0,10.0,On Time,68439.3495890586,1529.1826226776739,785.181546689093,33.52862181524781,1.0,25000.0,6.599412266163223
A00049,71097.62025122158,1137.1054201029647,2823.2635073194247,43784.805081758495,92.0,BC,Part-time,367.0,808.0,46.33963282816355,4.0,7.0,On Time,122241.64744327175,3319.47350143459,1699.3899176493092,70.0452050384973,0.0,0.0,0.0
A00050,24797.048731724328,466.39277007188656,4814.353459576055,11071.385064078837,69.0,ON,Full-time,457.0,624.0,72.59118747699434,0.0,7.0,On Time,47565.04524572323,2814.85390124123,1035.840935035204,88.77065703464773,0.0,0.0,0.0
A00051,70406.57866296772,1240.6247394849918,443.95264969326996,2997.8904427272014,23.0,ON,Full-time,421.0,906.0,43.50250480824297,15.0,8.0,On Time,38514.178175525,220.74498782764795,502.63896637989075,31.244814685663812,0.0,0.0,0.0
A00052,49387.80744170998,1022.8511163089672,8175.324159581207,33941.303874075435,91.0,ON,Part-time,231.0,603.0,21.508715349454576,15.0,4.0,On Time,92137.68040707806,5019.760981039518,594.528942250458,64.03894348763826,0.0,0.0,0.0
A00053,42682.27466694224,554.7037720053207,9898.921622398746,17912.715742663026,33.0,ON,Full-time,538.0,544.0,25.856715317202312,15.0,8.0,On Time,45706.12474798971,1582.2818272555671,354.5430767583915,40.67154337012956,1.0,5868.812766704558,10.220563997367698
A00054,81294.86597642384,1442.919658505848,4068.790626246709,1861.905894413705,57.0,ON,Part-time,343.0,864.0,50.29951073305882,14.0,3.0,On Time,66698.2907622528,1367.4819699705122,1006.4674176217837,36.98011021291185,1.0,1861.905894413705,5.925000642283827
A00055,100257.76126235511,982.7637437696666,109.6365313154335,13317.326357230277,88.0,ON,Full-time,137.0,900.0,35.64691869608435,4.0,10.0,On Time,65503.26155540665,2107.1993061517123,700.4968316981785,24.929106813799937,1.0,13317.326357230277,4.441073432632573
A00056,95381.51347379487,1452.4466741365584,1697.9263955094737,16157.011936623781,97.0,BC,Full-time,-3.0,701.0,36.986534076170244,1.0,9.0,On Time,158106.62989484082,7595.766914645268,1754.3448762821902,46.442985950710444,0.0,0.0,0.0
A00057,39355.50877733504,820.0119272404214,6525.268777504189,31225.08046242786,56.0,ON,Full-time,436.0,646.0,24.02986110619843,7.0,3.0,On Time,47359.07046170347,1291.880105820349,341.4095655940198,63.97601673234489,0.0,0.0,0.0
A00058,17884.0225954066,1020.3044489265072,6120.793182038592,9456.703908414333,57.0,BC,Full-time,154.0,853.0,45.73441488812085,14.0,4.0,On Time,89700.32582872575,6284.705822450181,1230.7175751151697,59.29486562975129,0.0,0.0,0.0
A00059,70659.77352012864,1755.47463680018,7878.647195855439,21239.663049716502,70.0,ON,Full-time,518.0,740.0,40.16938050726013,8.0,2.0,On Time,59300.206621511534,2907.8316340802166,714.615769181593,52.770284579326145,0.0,0.0,
A00060,,1264.2815508811957,2538.840109610682,24641.296776473795,,ON,Full-time,114.0,604.0,15.361261725236746,8.0,4.0,On Time,148014.98201804876,684.0429309178675,,33.04845139858059,0.0,0.0,0.0
A00061,47118.118194446244,783.8800229818502,7636.31915547134,23502.632176840456,47.0,ON,Full-time,91.0,592.0,12.990338409215227,2.0,4.0,On Time,31907.567774040697,9779.460007069198,124.34703095992765,41.08753272163955,1.0,6478.741251736359,7.132304490956415
A00062,54566.232152773635,754.405818929638,6879.840215236698,48723.0975666723,49.0,ON,Full-time,345.0,761.0,47.1463465206334,14.0,10.0,On Time,34629.15107593897,,489.7913869024751,59.50691538143316,0.0,0.0,0.0
A00063,34435.128959942755,539.8298255458571,3228.1449771384328,3229.7076517245096,84.0,ON,Full-time,593.0,718.0,35.00694008045529,17.0,9.0,On Time,24108.026055637347,2036.1038517782758,253.18446707632538,31.011547186332262,1.0,3229.7076517245096,5.207592128492599
A00064,32922.009273227784,744.5587459811275,5454.88148056962,47597.44113616757,63.0,BC,Part-time,524.0,967.0,22.6882960434898,16.0,3.0,On Time,56406.988813872566,5061.794264580804,383.9335383392875,93.18078360974116,0.0,0.0,0.0
A00065,89882.89282516975,1774.0022897960023,1472.7380849832673,29514.923485707634,91.0,BC,Full-time,583.0,750.0,48.47471453334719,0.0,10.0,On Time,133334.94403352207,3885.3964680595654,1939.0120048034419,61.39271028735257,0.0,0.0,0.0
A00066,117962.25911560976,2717.931433763928,4525.645034355826,39990.65803352208,40.0,BC,Part-time,90.0,557.0,14.811044885281957,10.0,4.0,On Time,,1753.5891039794938,392.5549387737482,43.846628362575764,0.0,0.0,0.0
A00067,57756.7173408317,677.2082038343334,8811.97339555641,22089.238282787697,28.0,ON,Part-time,397.0,602.0,8.880658467112545,0.0,4.0,Late<30,62213.12839014264,9611.916755053433,165.748063621044,31.282250486377666,0.0,0.0,0.0
A00068,98890.3014846202,2263.5349165099133,4211.913798253908,23238.05618159204,39.0,ON,Full-time,104.0,592.0,6.268476976988191,5.0,8.0,On Time,162726.860358914,8593.227126671267,306.0148733092274,39.64018423919903,0.0,0.0,0.0
A00069,71741.02312282495,669.298637585276,8395.66706475422,44086.998451775355,35.0,BC,Part-time,595.0,701.0,30.740581455412624,11.0,0.0,On Time,66612.37102622335,3692.366748844609,614.310905240936,43.59379417130645,1.0,15000.0,5.967019427177405
A00070,43366.39548989126,1003.6424262069328,5902.533652596944,44900.7903183032,85.0,ON,Full-time,539.0,242.0,70.15464922231088,19.0,6.0,Late>60,81611.0274929283,8108.180873567795,1717.6179019316264,112.57428223111535,0.0,0.0,0.0
A00071,71732.3996692858,991.1908617267043,1918.7671310235676,12695.755190133585,25.0,BC,Full-time,278.0,634.0,13.502263504916275,17.0,0.0,On Time,134276.1792863145,1896.033839673722,543.9097065471597,32.05201386505263,0.0,0.0,0.0
A00072,129187.26317483674,1753.905782947174,5811.062446978964,10762.85205064629,54.0,BC,Full-time,11.0,648.0,36.949489073585326,13.0,10.0,On Time,171735.24830533157,750.499989555864,1903.6589042421936,36.973771106104586,0.0,0.0,0.0
A00073,58811.164037321854,992.0351217420789,5059.833291570634,,85.0,BC,Part-time,306.0,747.0,21.531143315479664,12.0,0.0,On Time,85156.29563436836,5266.179826325382,550.0537216556821,46.96158465816478,0.0,0.0,0.0
A00074,130917.39462521822,3143.5234306473676,3986.41335196384,45113.57432925689,95.0,ON,Full-time,363.0,661.0,19.822355143533322,,2.0,On Time,193735.16473297376,3924.5540387908327,1152.0861717383814,51.7793698700017,0.0,0.0,0.0
A00075,20000.0,182.59378822713515,1196.3043951607033,16795.399576902637,48.0,BC,Full-time,317.0,224.0,50.62516799011657,19.0,4.0,On Time,17754.053732652268,698.2652185641824,269.64058581632315,57.36578168103223,0.0,0.0,0.0
A00076,90305.28385884807,1282.6826686177756,4167.086638472299,32948.71615161744,89.0,ON,Full-time,537.0,549.0,36.91228464794833,17.0,8.0,,94638.31949206637,,1047.9949763083894,44.105580373294806,0.0,0.0,0.0
A00077,62537.617465711475,1413.9463348829652,727.6237623962711,35699.43269928946,47.0,ON,Full-time,213.0,589.0,21.482033464077258,20.0,8.0,On Time,44020.95848137637,8196.224454620913,283.6979109653048,53.12566750746374,0.0,0.0,0.0
A00078,51559.73538000993,770.0055290440957,987.6905139875125,39155.05857981364,90.0,ON,Full-time,313.0,786.0,3.3722004870543936,17.0,10.0,Late<30,97309.05014434732,5273.189366267525,98.44368788747053,47.55108130639708,1.0,14178.927229502731,4.081616589868243
A00079,62685.183336192444,730.4463051105946,4159.16532932716,28632.2984381272,92.0,ON,,-3.0,613.0,24.220389861968407,16.0,10.0,Late 30-60,99404.54382674223,539.1284136329277,722.2850416604464,44.2535255104883,1.0,7835.6479170240555,9.706675273609473
A00080,22163.798590270853,341.6158662080639,3053.814819684637,20720.30373566951,51.0,ON,Full-time,398.0,861.0,10.092896275562346,4.0,0.0,On Time,12623.045720726057,3774.317584439585,38.22092734229077,54.22062837514001,0.0,0.0,0.0
A00081,53646.10021714487,791.7739707094237,9255.443258622234,48383.78345114967,77.0,BC,Full-time,221.0,742.0,12.171259623002797,5.0,2.0,On Time,71031.7914175642,2508.016022734365,259.3639124490468,55.981360282956025,0.0,0.0,0.0
A00082,71578.94788451088,1688.5667086612916,3757.058053802705,30955.20691183978,38.0,ON,Full-time,579.0,598.0,17.378155600715644,7.0,10.0,On Time,72624.75941128479,1485.4773714946111,378.6253108541535,50.22451402953213,0.0,0.0,0.0
A00083,125360.26894021804,2636.607212134347,7578.581220721001,36699.69537003027,47.0,ON,Full-time,261.0,618.0,,3.0,0.0,,215987.19576828554,4992.3861388737305,1218.7917296378196,47.4445995826957,0.0,0.0,0.0
A00084,46205.99778654184,774.0394523987723,5302.475263662427,17904.15943909804,71.0,ON,Full-time,495.0,253.0,60.94284648651951,0.0,0.0,Late<30,46931.438039443194,653.6023550375636,858.0406271488166,56.33566982559156,0.0,0.0,0.0
A00085,39964.75415579039,991.3727298623667,7040.856686423354,33827.50986915093,19.0,ON,Part-time,129.0,636.0,33.96444444073225,14.0,8.0,Late<30,58597.32913153997,631.5401084321293,597.0677188990472,78.16684875942151,0.0,0.0,0.0
A00086,46589.080946626,749.5232173428883,2601.1598301539916,13632.08544604217,52.0,ON,Part-time,158.0,874.0,32.82446488766408,6.0,1.0,On Time,34877.07519060657,7767.172917120938,343.4463989935456,38.68542969813109,1.0,,8.130580347134941
A00087,94627.27747243758,880.4087685440309,9419.04972838329,13009.748958903172,62.0,BC,,290.0,843.0,63.67787570440973,,0.0,Late<30,,4275.302980801698,2418.942382724862,46.78959875320116,1.0,13009.748958903172,5.130854471313198
A00088,70571.06920252321,896.5752319351959,5300.884969144239,36021.38788866189,32.0,ON,Part-time,542.0,,45.32392976567889,5.0,5.0,On Time,66395.28015576773,7446.622682864331,902.7885043657769,48.97200065986005,1.0,,6.336974247271329
A00089,45941.305719418975,716.7383351113128,8313.240712852497,26548.34207688382,55.0,BC,Part-time,88.0,740.0,31.760454452124655,6.0,1.0,On Time,34333.43699173281,3265.98189972677,327.13366852824646,48.06974213190078,0.0,0.0,0.0
A00090,77391.61470441605,847.3125797706059,3650.456934761135,34480.5539106971,53.0,BC,Unemployed,331.0,662.0,55.50617919482753,20.0,4.0,On Time,110584.00530504537,3501.7128452892275,1841.4286843630819,57.72963227100861,0.0,0.0,0.0
A00091,62852.04647052314,1516.3738431471243,1002.1134905052453,14202.486046656491,77.0,ON,Unemployed,505.0,689.0,47.262626116628276,5.0,2.0,Late 30-60,91635.88280729717,4282.509648899227,1299.2857403965352,61.89267042810492,0.0,0.0,0.0
A00092,97180.22228070487,2051.877624766619,6737.116477208488,30337.44371177979,42.0,ON,Part-time,129.0,734.0,53.1069897679453,12.0,9.0,On Time,191933.9196870819,3044.9217494603554,3057.909812683048,74.33501106529138,0.0,0.0,0.0
A00093,42149.30409370507,539.7128473688588,77.59648337424485,22752.748835452516,83.0,ON,Part-time,206.0,678.0,33.71191196233026,1.0,4.0,On Time,63378.18421624823,5590.442066332529,640.9799299891528,53.04785782311022,0.0,0.0,0.0
A00094,50826.28528924849,924.0257069231202,4752.9297656550825,30251.054055430868,24.0,BC,Part-time,359.0,601.0,33.73763927436493,4.0,7.0,On Time,64730.57333774517,728.9103577357625,655.1570199875013,58.71090521973456,0.0,0.0,0.0
A00095,49214.61560137578,1001.885845729534,1928.0190266645925,15253.106879966748,86.0,ON,Full-time,58.0,672.0,21.219984689213653,2.0,5.0,Late<30,91978.73377401705,5573.671756306024,585.5361967253701,49.863607967631594,0.0,0.0,0.0
A00096,28803.221742713624,691.8912763733881,6273.755044353622,36057.09721880707,56.0,ON,Full-time,95.0,544.0,38.51807333924634,20.0,10.0,On Time,50187.34500023677,7137.326488235197,579.9359506263535,,0.0,0.0,0.0
A00097,69429.01471093169,1598.759683050714,9794.198731378521,40490.53894181381,19.0,BC,Part-time,245.0,964.0,27.108376176337067,8.0,10.0,On Time,91862.8775130541,9922.192771919725,747.0760320793937,61.540010006633295,0.0,0.0,0.0
A00098,68222.35909639139,1154.3134767244364,4644.02906320646,13735.907219028459,59.0,BC,Full-time,458.0,589.0,22.829629247857923,2.0,10.0,On Time,86439.34015605856,6374.894475675456,592.0134264576884,37.96533831443798,1.0,10000.0,8.031056124472974
A00099,60027.41949034858,1275.235125213121,8174.982565256667,15730.40743292646,49.0,ON,Part-time,144.0,736.0,54.06084183747747,11.0,7.0,On Time,114829.6789320978,7089.548076217037,1862.3367332989374,72.15670662798087,0.0,0.0,0.0
A00100,53247.51593163687,942.609495018981,5077.8418695112105,33396.55921623556,54.0,BC,Part-time,309.0,571.0,32.50083672767139,2.0,5.0,On Time,75914.48112338915,5951.996152995725,740.1852468771488,60.50291296585561,0.0,0.0,0.0
A00101,29504.98847781363,517.6669357723874,4958.400311040241,35083.673540873664,91.0,ON,Full-time,533.0,663.0,73.9032358818677,16.0,3.0,On Time,46342.56348198134,9509.560219388579,1027.4596201137886,105.64871485643266,0.0,0.0,0.0
A00102,48517.37880494381,497.0944743331173,9304.234931787778,35500.88453547505,72.0,BC,Full-time,380.0,707.0,19.03534757369676,14.0,3.0,Late<30,30566.849285930217,8097.73724693724,174.5551801171459,42.95391630689377,0.0,0.0,0.0
A00103,19119.932708530723,526.4272516074376,8899.658687466816,34452.226734016,49.0,ON,Full-time,352.0,663.0,8.616174212338157,16.0,9.0,On Time,79575.1952802936,6151.4875076504195,,,1.0,13872.428115956976,5.749958724531142
A00104,40089.16452318904,687.8857079131477,7858.004651879744,20247.578130674403,47.0,ON,Full-time,284.0,743.0,48.72318549497457,6.0,9.0,Late<30,35960.89313938125,3326.784770320479,,54.50705257412637,0.0,0.0,0.0
A00105,55235.27920593197,707.8047017936609,2962.557533167841,20347.83004578024,21.0,ON,Full-time,,724.0,37.270062525424564,8.0,2.0,Late 30-60,37190.29377372556,3244.3400785302247,415.8253722856979,37.672987272957315,1.0,15000.0,5.79742803136007
A00106,73278.71241277449,636.3485555307252,5450.084157239406,13486.06355857469,76.0,ON,Part-time,257.0,637.0,34.283553436842155,17.0,7.0,On Time,130033.01385742544,7532.73397148654,1337.3981337404045,38.94711330567151,0.0,0.0,0.0
A00107,153751.50136631745,3133.5560588208336,2238.97233305685,8684.851294921786,79.0,ON,Full-time,-2.0,621.0,9.189649061067628,1.0,9.0,On Time,236283.25163897287,9285.99619945029,651.408048471028,31.57440110975674,1.0,8684.851294921786,9.863219418389937
A00108,65335.375480845214,579.8368622211553,,34936.291590448374,24.0,ON,Full-time,549.0,613.0,2.384711749633776,16.0,8.0,On Time,72610.23879942864,9856.209310853095,51.94634688261353,30.853826634418937,1.0,10000.0,7.7356739843893845
A00109,68102.90815163254,1243.1923018386608,4842.130657597906,5566.250512643329,38.0,ON,Full-time,215.0,599.0,20.042256569912386,20.0,7.0,On Time,78122.5545958552,2623.352481589659,469.7256849321354,33.12467358306252,1.0,5566.250512643329,10.457876835072181
A00110,57686.41841980109,999.122800454815,8316.400401693309,46951.8220525523,79.0,ON,Part-time,445.0,889.0,30.70842497405744,13.0,8.0,Late 30-60,45899.73231193092,5919.494703964684,422.8525458090752,,0.0,0.0,0.0
A00111,22939.472424310374,561.5639015155253,8960.283653249931,41507.628879901116,64.0,,Full-time,222.0,616.0,58.62586679062305,16.0,9.0,Late<30,11798.37840784019,7020.010716337445,207.50704826502067,105.37120186127218,0.0,0.0,0.0
A00112,59085.632106662604,969.2142577673036,4146.200623964779,43017.781257905546,31.0,ON,Part-time,104.0,254.0,9.067327447793996,10.0,8.0,On Time,60505.97444387588,4130.408527402095,164.58824484914336,49.23706533548769,0.0,0.0,0.0
A00113,61704.68290395539,579.6141319317629,177.04445073237207,45426.771916144324,41.0,ON,Full-time,637.0,696.0,37.979496709962625,0.0,2.0,On Time,44589.13295588898,1092.240995737126,508.0418485194814,47.65523177713622,1.0,15000.0,5.191389343292489
