applicant_id,annual_income,self_reported_debt,self_reported_expenses,requested_amount,age,province,employment_status,months_employed
A00034,35282.57643022995,647.6866798487016,9217.27420531066,2644.73901018454,60,ON,Full-time,463
A00035,90334.29492394529,1439.3425414070614,9329.625485670795,18054.69095390476,38,BC,Part-time,503
A00036,32518.94673824811,363.7091801759202,2418.5294706474615,22932.55279195142,59,ON,Unemployed,35
A00037,66465.06813999795,1322.1925304154665,7982.211815880134,12986.064280632198,100,ON,Full-time,15
A00038,22475.13661965379,439.45695496691025,4330.745051445651,13186.746351242342,38,ON,Part-time,589
A00039,30819.626053243825,286.71490384744357,9175.24727230348,3560.1924589625764,24,ON,Full-time,72
A00040,66067.39378220949,450.89937744429983,4501.242726352388,6856.285070847494,75,ON,Full-time,319
A00041,86615.43310073898,1477.724423225566,7443.037173373661,5485.583790709467,60,ON,Full-time,244
A00042,65230.611586616986,1194.9802068375152,4669.674091637979,14968.9452911846,43,ON,Part-time,194
A00043,56510.16761919293,1150.8121350827048,2278.007557128562,16348.410687571753,59,ON,Full-time,88
A00044,51505.720193659006,990.2891893860544,1993.501289446863,28519.26380724354,59,ON,Full-time,138
A00045,28587.904987265712,429.0415233896656,4254.311942563456,3123.713624039783,21,BC,Full-time,562
A00046,41776.02526879508,584.0259067154744,7554.9465701421495,18396.171221496366,61,ON,Full-time,396
A00047,47556.82612821127,316.53896379892467,6050.714851807668,16268.457292518999,64,ON,Full-time,483
A00048,101575.85244672929,1000.224852684095,6886.292899005432,15970.759840139046,75,ON,Part-time,386
A00049,71097.62025122158,920.9072214950716,2823.2635073194247,26321.619334101968,92,BC,Part-time,367
A00050,24797.048731724328,382.2634147173546,4814.353459576055,6960.6156501691075,69,ON,Full-time,457
A00051,70406.57866296772,1012.2064609421097,443.95264969326996,2182.424955899772,23,ON,Full-time,421
A00052,49387.80744170998,843.5490940185651,8175.324159581207,20495.873721391585,91,ON,Part-time,231
A00053,42682.27466694224,440.9050977265908,9898.921622398746,11009.566459943424,33,ON,Full-time,538
A00054,81294.86597642384,1177.8725491338423,4068.790626246709,1510.1075701632133,57,ON,Part-time,343
A00055,100257.76126235511,755.4831078168382,109.6365313154335,8289.846211422,88,ON,Full-time,137
A00056,95381.51347379487,1171.5350966676187,1697.9263955094737,9970.476452287545,97,BC,Full-time,373
A00057,39355.50877733504,676.5151146923114,6525.268777504189,18888.31292674302,56,ON,Full-time,436
A00058,51297.32123090885,839.3316831951638,6120.793182038592,6004.988027428891,57,BC,Full-time,154
A00059,70659.77352012864,1462.4363764500235,7878.647195855439,12978.576090648543,70,ON,Full-time,518
A00060,97516.07971687509,1004.6671073159679,2538.840109610682,14991.787888117144,21,ON,Full-time,114
A00061,47118.118194446244,636.8136469899041,7636.31915547134,14317.884349558637,47,ON,Full-time,91
A00062,54566.232152773635,603.265266404294,6879.840215236698,29244.28223333667,49,ON,Full-time,345
A00063,34435.128959942755,436.4811713526846,3228.1449771384328,2319.6228959185873,84,ON,Full-time,593
A00064,32922.009273227784,617.1951430738742,5454.88148056962,28578.07740711958,63,BC,Part-time,524
A00065,89882.89282516975,1458.6239902119498,1472.7380849832673,17876.179205826968,91,BC,Full-time,583
A00066,117962.25911560976,2255.31265129801,4525.645034355826,24076.10373412531,40,BC,Part-time,90
A00067,57756.7173408317,532.3939311250086,8811.97339555641,13481.385922466186,28,ON,Part-time,397
A00068,98890.3014846202,1877.582321233028,4211.913798253908,14161.298556452433,39,ON,Full-time,104
A00069,71741.02312282495,510.90607546750704,8395.66706475422,26500.468471458884,35,BC,Part-time,595
A00070,43366.39548989126,833.0137942957629,5902.533652596944,26982.100392465163,85,ON,Full-time,539
A00071,71732.3996692858,792.57075435536,1918.7671310235676,7921.977561507631,25,BC,Full-time,278
A00072,129187.26317483674,1400.0974942716557,5811.062446978964,6778.014478953927,54,BC,Full-time,11
A00073,58811.164037321854,806.7691023187754,5059.833291570634,15390.82004222858,85,BC,Part-time,306
A00074,130917.39462521822,2614.2107157485107,3986.41335196384,27108.033786703058,95,ON,Full-time,363
A00075,20000.0,138.9362313654099,1196.3043951607033,10348.297708779113,48,BC,Full-time,317
A00076,90305.28385884807,1028.27933102092,4167.086638472299,19908.423844834808,89,ON,Full-time,537
A00077,62537.617465711475,1172.0596914958119,727.6237623962711,21536.39894447743,47,ON,Full-time,213
A00078,51559.73538000993,620.0467802260735,987.6905139875125,23581.565281930518,90,ON,Full-time,313
A00079,62685.183336192444,573.8434509965697,4159.16532932716,17353.809279707933,92,ON,Unemployed,454
A00080,22163.798590270853,275.82659273385707,3053.814819684637,12671.200170090118,51,ON,Full-time,398
A00081,53646.10021714487,636.9208699778865,9255.443258622234,29043.463675170213,77,BC,Full-time,221
A00082,71578.94788451088,1402.934466032265,3757.058053802705,18728.59184578273,38,ON,Full-time,579
A00083,125360.26894021804,2176.4476971381596,7578.581220721001,22128.391137364855,47,ON,Full-time,261
A00084,46205.99778654184,629.1532731546112,5302.475263662427,11004.502525180471,71,ON,Full-time,495
A00085,39964.75415579039,825.8211863839558,7040.856686423354,20428.526249089322,19,ON,Part-time,129
A00086,46589.080946626,607.302522522292,2601.1598301539916,8476.132202759653,52,ON,Part-time,158
A00087,94627.27747243758,671.7875917755712,9419.04972838329,8107.810608330448,62,BC,Unemployed,290
A00088,70571.06920252321,710.9917975240013,5300.884969144239,21726.943852473363,32,ON,Part-time,542
A00089,45941.305719418975,579.2905164313373,8313.240712852497,16120.447351625118,55,BC,Part-time,88
A00090,77391.61470441605,660.78224198218,3650.456934761135,20815.0217022493,53,BC,Unemployed,331
A00091,62852.04647052314,1261.3562310136053,1002.1134905052453,8813.716231694658,77,ON,Unemployed,505
A00092,97180.22228070487,1694.1635234617243,6737.116477208488,18362.976890645183,42,ON,Part-time,129
A00093,42149.30409370507,428.3432163501419,77.59648337424485,13874.075841390264,83,ON,Part-time,206
A00094,50826.28528924849,755.5784463814296,4752.9297656550825,18311.84831852031,24,BC,Part-time,359
A00095,49214.61560137578,825.3848904285758,1928.0190266645925,9435.512235082362,86,ON,Full-time,58
A00096,28803.221742713624,575.4015108447212,6273.755044353622,21748.077945824592,56,ON,Full-time,95
A00097,69429.01471093169,1326.5928323454873,9794.198731378521,24371.951618624502,19,BC,Part-time,245
A00098,68222.35909639139,938.9593347418074,4644.02906320646,8537.577741873985,59,BC,Full-time,458
A00099,60027.41949034858,1053.3021725923677,8174.982565256667,9717.99623581362,49,ON,Part-time,144
A00100,53247.51593163687,769.31714571282,5077.8418695112105,20173.473821853695,54,BC,Part-time,309
A00101,29504.98847781363,422.22420580311643,4958.400311040241,21171.97005480278,91,ON,Full-time,533
A00102,48517.37880494381,384.4187287863279,9304.234931787778,21418.89084752605,72,BC,Full-time,380
A00103,50445.19314893446,408.07676895970116,8899.658687466816,20798.256638499268,49,ON,Full-time,352
A00104,40089.16452318904,560.1404480456824,7858.004651879744,12391.423791623625,47,ON,Full-time,284
A00105,55235.27920593197,561.7923648966074,2962.557533167841,12450.756557706673,21,ON,Full-time,501
A00106,73278.71241277449,480.4729939927445,5450.084157239406,8389.711085687062,76,ON,Part-time,257
A00107,153751.50136631745,2581.7037375449822,2238.97233305685,5548.177296994526,79,ON,Full-time,51
A00108,65335.375480845214,439.2995716509638,4439.1669804653975,21084.744002510266,24,ON,Full-time,549
A00109,68102.90815163254,1016.8527347842111,4842.130657597906,3702.4747931970724,38,ON,Full-time,215
A00110,57686.41841980109,814.1424312106702,8316.400401693309,28195.97631681667,79,ON,Part-time,445
A00111,22939.472424310374,467.47313005076137,8960.283653249931,24973.902806472088,64,BC,Full-time,222
A00112,59085.632106662604,786.5149421019504,4146.200623964779,25867.66645876043,31,ON,Part-time,104
A00113,61704.68290395539,442.8866540820057,177.04445073237207,27293.395623840515,41,ON,Full-time,521
A00114,200000.0,2859.08990610218,8617.738397893547,12849.544150973963,97,BC,Full-time,382
A00115,54383.687057610245,1006.9675784787783,1742.786785013607,25554.32097716163,49,ON,Full-time,113
A00116,69617.66845141408,1447.1693044545525,6218.819638903935,5583.77770845783,22,BC,Unemployed,68
A00117,58843.93890685374,737.0696430653136,249.70900434131192,1627.6120436388346,93,BC,Full-time,364
A00118,33378.29045284421,364.52508868685794,3995.0647526056428,23761.850445251654,84,ON,Part-time,43
A00119,106023.008117994,2064.4829029054513,9859.603021153498,3169.10279191124,34,BC,Part-time,210
A00120,87200.6022441985,788.2016844622899,1006.936011038031,29667.215352451727,49,ON,Part-time,275
A00121,88922.09902080028,1353.8394031711496,4236.931519996423,20569.09645844512,66,ON,Full-time,106
A00122,37998.663711472254,462.3171518871559,3071.499501899522,22850.04159702106,61,ON,Part-time,478
A00123,120740.29015277153,826.9644731512191,9050.881233882643,8128.3118320581125,22,ON,Unemployed,204
A00124,29705.11311133073,336.1021733637037,8693.401079073552,20542.096423670955,80,ON,Part-time,118
A00125,80292.263224049,812.3903709902489,2376.987603062288,2253.378180393759,66,BC,Part-time,485
A00126,179015.52499991236,2909.9861496805415,811.8778705043117,25296.945877784427,46,ON,Full-time,108
A00127,36487.748928509165,732.9121938422776,6271.383940611175,5919.0986979156005,34,BC,Full-time,453
A00128,45109.63482683338,458.2697492782731,3363.6871188370974,21223.383938179348,95,BC,Part-time,238
A00129,62932.98333173081,1138.0724103239436,6720.843906060631,7509.934535749122,87,BC,Full-time,7
A00130,46549.06389993024,328.5121360268166,321.1975606781448,2985.1419133552395,48,ON,Part-time,511
A00131,27575.0948676829,388.7426039959105,1333.9923517748941,14963.316677932435,83,ON,Unemployed,42
A00132,61962.30451321754,451.01463595164233,6863.722327726434,5909.300097910894,87,BC,Part-time,393
A00133,35201.646749105144,699.50299184969,2123.706553024978,22153.875661469945,32,BC,Unemployed,131
A00134,75871.48607914153,1322.13319133171,8575.876757624015,7889.409458121061,93,BC,Full-time,393
A00135,37808.44929238946,599.0787684586357,585.9088771013543,10931.704130839036,52,BC,Part-time,557
A00136,129958.07826004487,2373.7045163949083,2154.819827855746,17455.738286669715,74,ON,Full-time,197
A00137,40472.31154899348,635.131864479529,9985.602484850686,9264.080049742035,47,BC,Full-time,463
A00138,50968.81437834962,1038.766818734744,4330.761025867926,11961.655370088887,100,ON,Part-time,120
A00139,89927.45859399074,1498.3611298816481,7029.656635446435,24653.031360171215,97,ON,Full-time,299
A00140,32356.423466618504,638.5412273661259,1826.6304885701368,6197.085637269745,43,ON,Unemployed,219
A00141,67085.9537057547,925.2163839325606,6098.687349855377,3383.8460949760765,84,BC,Full-time,93
A00142,115101.7014704116,915.8860337961794,7261.060683694185,10522.375768857559,58,BC,Unemployed,291
A00143,26802.712731991644,373.9673090982254,3144.766358665105,13306.926243402468,33,ON,Full-time,152
A00144,65664.71049986534,531.899175364649,8288.971119758779,16737.11918196046,50,ON,Part-time,524
A00145,68182.37621206234,1015.2717119562137,6034.175784722833,11800.287189075205,38,BC,Part-time,421
A00146,88513.59507710664,1176.0232352932003,3891.230096150302,23907.439306461347,71,ON,Part-time,157
A00147,32258.106163956894,494.4917530007785,5576.423933431585,2140.2651423857246,96,ON,Full-time,269
A00148,30938.965672384347,197.90166548108073,5767.608474359243,13521.25860775818,85,ON,Part-time,579
A00149,77727.99619183726,706.6581573527887,1655.3529269386602,12085.421525035734,67,ON,Full-time,256
A00150,69459.028283522,931.8092196203008,4027.3236986696616,19779.776233398912,85,BC,Part-time,514
A00151,67863.01215745343,1364.8276661732166,3434.305880194931,29022.011305024484,95,ON,Full-time,236
A00152,71198.29174370048,843.2938204712378,4009.0272257912607,15800.886792237003,100,ON,Full-time,444
A00153,42616.1104017458,530.0915145859105,7611.105884852579,29619.428561309895,19,ON,Full-time,170
A00154,67246.94363203374,1121.1848420340507,4825.3840746667265,9765.232452482727,57,ON,Full-time,269
A00155,69323.29228044768,1043.6837278593412,9403.161532392643,1895.1758437313695,79,ON,Unemployed,600
A00156,41890.91643947032,444.4349623870913,2936.764133584362,5804.23185681597,73,BC,Full-time,66
A00157,152190.34034950286,1862.9729801801009,4157.03578284929,12458.621658462453,87,BC,Part-time,7
A00158,75880.60980500924,715.1587163688131,7869.5681047904145,10173.683366468014,20,BC,Full-time,555
A00159,33002.81868172333,671.2051530280552,5460.245933207502,3814.5697985179527,35,BC,Unemployed,447
A00160,83139.63347897306,678.0107555290367,5470.281464244477,13547.143123030788,47,ON,Full-time,134
A00161,36778.14878884596,429.29734683788894,533.4016300518351,10805.357378127319,22,ON,Full-time,24
A00162,88746.7690736659,588.1087173457689,3985.9966271845583,4555.957393265715,91,ON,Part-time,464
A00163,106862.45182310586,1013.5138695292252,2707.3373242173247,9587.396787745358,82,ON,Part-time,373
A00164,39721.9353114016,700.3720300672336,9993.351228311154,26706.645605306323,61,ON,Full-time,195
A00165,96924.5446554673,890.1361634693841,3083.5507063231025,9759.417099190865,94,ON,Full-time,401
A00166,73599.27568765842,545.9293460615092,8844.965347938634,21704.707274019496,30,ON,Full-time,121
A00167,90312.40270715083,1189.3338638085424,6762.337350404775,18749.365310074914,68,ON,Full-time,558
A00168,154569.09486864705,988.5288202751549,3409.1640919209044,13388.253709842782,86,ON,Part-time,208
A00169,52960.728278498646,396.4731786208332,5435.343783741237,7931.743467306406,79,ON,Full-time,300
A00170,41074.054255553856,740.478008872898,8405.358799491938,11701.426281032418,91,ON,Full-time,600
A00171,38378.120025753546,671.6421592856278,8833.682980309119,18171.10919066024,69,ON,Full-time,514
A00172,39818.81656316795,780.2805488047062,1603.938750061452,11171.843227731293,95,ON,Full-time,533
A00173,57609.86764500918,1077.9776064147431,3395.7314120816964,7231.996573652723,96,ON,Part-time,38
A00174,71009.99973244728,1151.283489869708,3352.231802135717,4377.419717857331,23,BC,Part-time,205
A00175,68757.7956013036,482.211312796852,420.4479607594469,26513.241199377393,46,ON,Full-time,582
A00176,90544.0384934957,1599.6000901904872,5982.377598518965,13769.076296805264,28,ON,Full-time,411
A00177,60264.64822919007,1119.7392204428243,8548.20052992188,19131.041330544973,99,ON,Full-time,332
A00178,123842.6439818963,2217.1896912157713,3815.7438782551776,15221.900472967352,70,ON,Unemployed,207
A00179,52452.93568539626,716.7861125226632,7400.359449841771,26304.42903238094,98,ON,Full-time,404
A00180,200000.0,1929.2970293943215,6277.004136007399,16861.110720998113,35,ON,Full-time,387
A00181,81865.56043406476,1520.8761807968706,3756.487354930008,14942.661120524286,83,ON,Full-time,486
A00182,39004.067782647355,657.3924083100306,1410.5979949229709,27813.428722229666,39,ON,Unemployed,381
A00183,35050.80119981717,720.3909546572323,7093.238527759673,21870.998285315283,72,ON,Part-time,270
A00184,76209.10384893956,649.3409687563961,8545.651689412405,4234.947313058862,67,ON,Full-time,436
A00185,53544.51309086877,510.86508504633287,6858.544924014919,6153.429374707607,40,ON,Full-time,429
A00186,85562.31732556151,799.0427823762091,178.78484034818064,23826.563025243813,87,BC,Part-time,344
A00187,75858.02744139526,1350.8700133510424,2162.3289439099126,25239.688314218674,82,ON,Full-time,148
A00188,57733.07683793564,518.1965909718444,694.799848835319,16810.534043618598,54,ON,Full-time,391
A00189,39206.708289268674,283.1556508026429,5703.8609957622675,17079.20160813254,39,ON,Unemployed,186
A00190,28073.360693877235,584.2724707665897,7564.776788404124,19326.055922691892,74,ON,Unemployed,19
A00191,47893.85676715467,316.6702376951316,1105.7918706865944,13734.357454196544,91,ON,Unemployed,337
A00192,91876.39289496475,1693.340955677677,8383.378205933852,20725.774581033216,66,ON,Full-time,372
A00193,66639.10671173967,771.5653327841575,5555.089783954832,4145.956469426055,94,ON,Full-time,66
A00194,32116.673907999568,594.9150972141852,6899.690121417249,28877.098028654204,36,ON,Full-time,438
A00195,65289.75834550247,936.1386248937171,9714.018486086463,22754.48989005273,33,ON,Part-time,61
A00196,72595.53444248285,1408.265437811698,836.8098824769731,19304.0519162612,62,ON,Part-time,485
A00197,38486.826076946585,760.3834935492335,9012.240229777892,10173.33965327494,63,ON,Part-time,567
A00198,64657.70472023092,412.6895558164533,1261.026959874093,5667.709136245146,54,ON,Unemployed,84
A00199,61642.346666459016,453.05650930690285,3929.5880663668227,12870.945951039395,58,ON,Part-time,405
A00200,33810.09992163867,334.75599042964996,8514.386963311144,20185.725476647694,69,ON,Full-time,394
A00201,71603.10229654542,1146.4265176569816,9062.542367378683,19377.582559270217,48,ON,Full-time,523
A00202,79252.34357163499,1521.9595913256878,5063.716735451453,12096.593496901574,44,ON,Full-time,175
A00203,102901.30681416778,1333.3423236878186,5941.046382754252,18785.305421160763,49,BC,Full-time,358
A00204,101407.36757369826,1531.4227585140363,7081.4733459855715,24598.70057145888,74,ON,Full-time,538
A00205,30066.453153166203,270.5666946118622,8327.586684527141,1762.258397790605,79,BC,Part-time,290
A00206,37462.19162561056,673.9110986641432,1215.1116953766616,14068.010389977995,35,ON,Full-time,129
A00207,77460.05271430449,1576.8440908858167,8100.693082292276,22998.10162553694,99,ON,Part-time,478
A00208,77411.68177043945,787.0498148791029,4812.761505116167,16838.189643437938,42,ON,Part-time,531
A00209,77460.53370776703,1043.099952598594,4506.23425108169,19892.80654994303,22,BC,Full-time,263
A00210,200000.0,1501.1719889769236,4238.997519969983,15983.615385554918,27,BC,Full-time,502
A00211,79653.81851319727,1147.339674677984,5092.115852460426,29764.36179578702,20,ON,Full-time,159
A00212,105638.9915314875,1434.8160935049123,9450.505533946036,2584.0245581821086,53,ON,Full-time,537
A00213,96471.30462877735,806.1494715070218,5482.037727921516,15240.299831398941,56,ON,Full-time,80
A00214,82925.3119509736,1052.88601298653,9531.775382631393,3651.079924321013,63,BC,Part-time,412
A00215,51142.20565616736,568.8219974215727,1802.9013061564058,5633.781301293542,33,ON,Part-time,474
A00216,87507.92242496561,1212.8627449187618,7241.359788326331,12108.112162129593,60,ON,Full-time,17
A00217,40683.886857372636,601.7469241935897,8122.395386087472,5510.662653514132,21,ON,Full-time,68
A00218,53188.13885561424,339.01555139411676,6791.288313348619,28946.92781274288,49,ON,Part-time,129
A00219,46972.52926471137,814.8796217232564,6069.2228022654035,28456.903525029615,70,ON,Full-time,309
A00220,62376.07514464482,1038.4447016094791,5648.127810861823,10747.17974039751,59,ON,Full-time,486
A00221,190485.10534690318,2208.04171268023,8609.30482578696,19552.683649092705,75,ON,Part-time,14
A00222,23537.905572006715,165.28275851148516,8216.465971645,16478.846297219796,60,ON,Full-time,495
A00223,84383.74735757188,1456.415622994454,1222.8872118059953,24652.02243495729,71,ON,Part-time,185
A00224,26732.679957763838,539.4557978207602,8485.876570308781,19195.922684691323,74,ON,Full-time,416
A00225,47289.05096861442,461.1727924108274,4140.686194404425,1007.3211802263011,94,ON,Full-time,431
A00226,103205.28051315279,1131.9624606977939,2536.9682999581078,23132.057182682427,90,BC,Full-time,65
A00227,61829.755586191175,552.1771020215393,8697.685680139259,22658.595517587426,71,ON,Part-time,80
A00228,34930.91773613588,512.214814694487,4320.247996337416,15781.95846142795,50,ON,Part-time,35
A00229,41870.975011112554,356.24259623984057,8083.646901768167,27184.65022375856,99,BC,Full-time,16
A00230,84103.11415503558,962.5176701728325,2634.036119558445,27344.939965021647,72,BC,Unemployed,513
A00231,41556.809932296914,682.145606624408,39.29321422217802,16193.43862442752,55,BC,Full-time,32
A00232,66717.94890916547,961.9632781059776,4954.591929029444,18631.658704699592,26,ON,Full-time,348
A00233,61254.091118751756,728.0607609615914,1002.2825664288426,29899.1400858155,100,ON,Full-time,379
A00234,43226.10292785195,535.0803678862646,7543.759555249097,9665.786809531108,29,ON,Full-time,507
A00235,174900.41690192604,2526.865093160761,2760.751360694104,10413.900027032843,72,ON,Full-time,266
A00236,82204.02215383259,520.8058250200721,4436.456466034787,6300.443177241395,78,ON,Full-time,516
A00237,21751.297864578955,160.8494465250844,870.3356509155425,26980.141235578172,28,ON,Unemployed,484
A00238,65724.50757612106,1255.4485220558713,2866.5924844725264,22590.16330852872,88,ON,Part-time,346
A00239,43006.509529095456,317.63469373454745,7814.90243258572,4063.6426172370147,99,ON,Part-time,442
A00240,91694.40730993425,1518.2349579232693,1515.8791190231946,29471.253184741003,60,ON,Full-time,377
A00241,40285.2078941937,792.2981763847072,6471.595611269574,22197.889536672366,55,ON,Part-time,572
A00242,56535.937634938746,576.5234843875791,9174.258528045011,25665.14117854426,98,ON,Full-time,357
A00243,77071.86979623212,898.1185082758021,6798.367597577203,2396.3728860228266,94,ON,Part-time,537
A00244,92307.21598169372,1342.7718865552092,8110.216892922268,15643.866649322863,76,ON,Unemployed,209
A00245,32854.756122844534,627.7970844794484,1089.716293039158,21259.35031508414,77,BC,Part-time,41
A00246,50652.779363451016,1012.3526861234996,2507.3182600205446,16745.450952583396,42,ON,Full-time,12
A00247,47217.8531338978,804.370169228161,8945.38852240591,20332.776505279046,46,BC,Full-time,600
A00248,43188.75259399923,324.48594527318954,7151.056136180892,24718.347844123702,55,ON,Unemployed,599
A00249,144744.74924633015,2317.1460435191934,6395.538263773112,11855.77482584569,39,ON,Full-time,488
A00250,73312.82624755662,896.8794938235494,6637.667361217,25611.391592942582,51,ON,Part-time,186
A00251,31874.38610526123,418.01311687741025,4142.0055430464345,5724.5670381934315,20,ON,Full-time,62
A00252,94743.73255000856,660.0556485435703,445.5663161765322,8855.695595764868,46,ON,Full-time,335
A00253,173005.4020139058,1563.3326700676928,7844.415420707291,2257.022977892447,33,ON,Part-time,554
A00254,100331.26400101102,1783.7216628749652,6787.132362153538,11568.377528722283,19,ON,Full-time,74
A00255,28009.948147063184,360.49455846498455,4728.044641127247,12017.37679989949,46,ON,Full-time,148
A00256,46999.063904432114,500.50435941069287,8997.596153682574,24352.847319010278,68,ON,Full-time,206
A00257,112809.47069608384,1336.8236070553373,3361.596649850989,19940.789438400025,53,ON,Part-time,240
A00258,42031.10705079585,786.4017146115923,2943.2174423123593,13664.954186514333,46,ON,Full-time,574
A00259,74750.39040682802,1283.6811541207119,8727.963250794428,19911.3053800887,27,BC,Full-time,234
A00260,88196.0121024428,901.4749182616217,7969.876547589854,2530.7171649550437,42,BC,Part-time,124
A00261,37666.815645580886,299.9622666871134,5149.798106483448,6227.874544532907,81,BC,Full-time,256
A00262,58118.38453548884,576.8234592517772,1307.3473945784997,19181.487802010895,22,ON,Full-time,91
A00263,20000.0,393.553964890964,2150.7147146505245,19599.637757533765,74,BC,Full-time,206
A00264,35875.36686934557,528.4981064226475,6562.279904088066,23449.905102515386,59,BC,Full-time,416
A00265,52770.93920373651,740.3720400951723,3850.4123784041167,12686.993012554463,85,ON,Full-time,287
A00266,32083.860965274172,479.57051714085145,8364.731916659712,21954.06880186853,66,ON,Unemployed,214
A00267,135429.38668176898,1569.3438433604201,9499.550093322041,20835.429644245494,76,BC,Part-time,511
A00268,29287.887423576318,527.7768315000022,8056.369252749183,28938.40797272562,57,BC,Full-time,572
A00269,48049.05545454385,666.9813259213068,3775.4542299555715,7238.776566315696,43,ON,Full-time,367
A00270,63918.89471788484,508.3197135269625,7886.864292314241,16998.707348826545,78,ON,Full-time,400
A00271,123085.76213702491,1000.958002490298,3514.4167347068346,18451.16882120361,65,BC,Full-time,200
A00272,29204.23244240365,411.1721092713776,1671.000877656339,29960.7886630924,79,ON,Unemployed,580
A00273,107106.81388036553,2132.316262230716,333.93204865857393,6834.340122832899,45,ON,Full-time,284
A00274,60181.27464550273,646.7562291486244,3857.1671276102006,16173.322579051475,60,BC,Part-time,62
A00275,36652.82095501805,693.8675422740675,9035.59303697282,11039.373923695528,70,BC,Full-time,360
A00276,75436.89343150982,1312.0784617670724,2389.865877556765,16250.896088790994,66,BC,Full-time,186
A00277,66140.05696316247,652.4009885828964,2065.13164929784,7731.729460990072,50,ON,Full-time,482
A00278,44351.045505158785,300.69872456527645,9698.207852410404,2380.7589743971553,42,ON,Full-time,370
A00279,62000.70546901601,479.5923592280658,250.0411285059212,17604.398163032976,21,BC,Part-time,20
A00280,49382.09566599043,833.2670561070985,7857.821503937544,10739.775159964132,45,ON,Full-time,307
A00281,63370.813061837805,580.5939056039022,3213.6995574087036,6276.300650704576,91,BC,Full-time,45
A00282,83371.79462991872,972.4792592600252,374.8795686965933,10394.131416262979,58,ON,Part-time,193
A00283,132323.9561380414,1795.1658280708477,9178.025402095836,2429.1258419846026,41,ON,Part-time,56
A00284,32244.16096835317,542.6609785656736,1396.423302095836,28562.824788612998,25,ON,Part-time,553
A00285,173948.87050248965,1374.42024010052,5517.792837256954,17853.289534224554,99,ON,Full-time,456
A00286,22560.505228436745,274.7006990870265,2740.542074295478,24628.29175906372,55,ON,Part-time,332
