applicant_id,annual_income,self_reported_debt,self_reported_expenses,requested_amount,age,province,employment_status,months_employed,credit_score,credit_utilization,num_open_accounts,num_credit_inquiries,payment_history,total_credit_limit,monthly_expenses,estimated_debt,DTI,approved,approved_amount,interest_rate
A00026,63288.650487134284,825.3999054517118,4288.543613066385,8554.139792663123,51,ON,Part-time,477,733,11.326803548804055,17,10,On Time,68590.66209730401,7068.613462394095,194.22823871464072,21.765802851928274,1,8554.139792663123,5.1285384289149505
A00027,33674.73767311809,328.4490184120129,7584.557473091266,25869.040685897486,50,ON,Full-time,405,698,34.027480199324344,20,9,On Time,19303.42879136822,3846.4126305096047,164.2117602443374,31.383634729170495,1,13890.829290161213,7.387220655656598
A00028,72247.21143488212,946.5333319119081,3718.0299127453577,11864.93965794457,66,BC,Unemployed,536,620,25.785625465048046,17,2,Late>60,105043.29265558792,3415.013519802935,677.1517505081056,29.92490602485973,0,0.0,0.0
A00029,44341.69257303298,571.6622464992622,2440.9457249260236,1488.1662759562826,23,ON,Unemployed,567,673,38.15743188409456,20,7,On Time,66815.4606907515,9643.238096488722,637.376597527937,33.323797989129886,1,1488.1662759562826,7.122993806679349
A00030,51748.62419153363,762.754626991672,7290.134212929686,12318.38392434068,79,ON,Full-time,254,731,38.48901383502939,2,4,On Time,89076.5307573043,2633.7673701079734,857.1169561735766,41.84800744501206,0,0.0,0.0
A00031,44318.0221517441,507.5700081582069,4196.722921572683,19981.145801317314,21,ON,Part-time,486,677,10.686551956685882,12,3,On Time,48674.444773351126,3081.415452314218,130.0404957583136,25.380041222784378,1,15000.0,6.342017768092346
A00032,151166.7924956226,1306.9292418944506,9813.771043261948,8376.426625385073,42,BC,Part-time,193,673,9.173385726297873,5,3,On Time,95100.02902325256,3472.9291261584094,218.0973122031046,13.103456860284687,1,8376.426625385073,6.438779655714128
A00033,59471.434726916836,808.5681802187975,3494.85182308101,13527.640180329561,52,BC,Part-time,515,702,45.30050398130677,5,4,Late 30-60,79072.82808520574,7829.676223581869,895.509740871762,38.47882666800495,0,0.0,0.0
A00034,35282.57643022995,647.6866798487016,9217.27420531066,2644.73901018454,60,ON,Full-time,463,743,46.75112667851291,10,10,On Time,24044.93731308795,8501.602067172842,281.03197757526914,32.93602136425707,1,2644.73901018454,4.705782139508624
A00035,90334.29492394529,1439.3425414070614,9329.625485670795,18054.69095390476,38,BC,Part-time,503,718,59.60124541969887,8,9,On Time,47480.878360972114,2170.870894945637,707.4798709837921,32.1159459370539,1,15000.0,6.698620321210137
A00036,32518.94673824811,363.7091801759202,2418.5294706474615,22932.55279195142,59,ON,Unemployed,35,769,69.58756729961276,16,10,On Time,54237.545047745356,4073.7667238619133,943.5647040439397,60.93415716285612,0,0.0,0.0
A00037,66465.06813999795,1322.1925304154665,7982.211815880134,12986.064280632198,100,ON,Full-time,15,716,34.14977255533099,16,3,On Time,73451.60362983124,8653.960150009256,627.0888894457653,38.71036219304682,1,12986.064280632198,6.416362862097667
A00038,22475.13661965379,439.45695496691025,4330.745051445651,13186.746351242342,38,ON,Part-time,589,714,18.271703084524283,8,10,Late<30,28936.912762019037,3135.6765409090613,132.1816695425983,41.08218781310329,1,5618.784154913447,4.125211918082352
A00039,30819.626053243825,286.71490384744357,9175.24727230348,3560.1924589625764,24,ON,Full-time,72,690,58.55770961626365,18,5,On Time,46052.95986514742,4038.319687767109,674.1889626881868,39.49327944477034,1,3560.1924589625764,6.9182704460298465
A00040,66067.39378220949,450.89937744429983,4501.242726352388,6856.285070847494,75,ON,Full-time,319,637,56.613880891625165,2,7,On Time,72775.97605236282,5536.623350750115,1030.0326100000586,28.76655801610048,0,0.0,0.0
A00041,86615.43310073898,1477.724423225566,7443.037173373661,5485.583790709467,60,ON,Full-time,244,705,40.62708676842287,13,1,Late<30,49950.89409170967,6414.428809732049,507.33982710604755,28.641750318853287,0,0.0,0.0
A00042,65230.611586616986,1194.9802068375152,4669.674091637979,14968.9452911846,43,ON,Part-time,194,701,12.381741005869026,14,6,On Time,57345.240843701766,3036.1804654480197,177.50848001147438,29.379265238305592,1,14968.9452911846,3.776973699757327
A00043,56510.16761919293,1150.8121350827048,2278.007557128562,16348.410687571753,59,ON,Full-time,88,726,20.544276206903373,18,10,On Time,44728.463756327874,5758.6833724189755,229.72847843011664,34.52334705036467,1,15000.0,7.438783424828183
A00044,51505.720193659006,990.2891893860544,1993.501289446863,28519.26380724354,59,ON,Full-time,138,712,34.90937167572128,0,5,On Time,101264.93453012442,7244.200241697105,883.7738093074239,53.629428664947035,0,0.0,0.0
A00045,28587.904987265712,429.0415233896656,4254.311942563456,3123.713624039783,21,BC,Full-time,562,710,17.431461165564432,3,3,On Time,46005.319979499815,900.8930833715445,200.48498715800415,28.391680266583634,1,3123.713624039783,6.132293097336335
A00046,41776.02526879508,584.0259067154744,7554.9465701421495,18396.171221496366,61,ON,Full-time,396,745,17.205794103281306,14,1,On Time,49183.9588407488,9993.218880627504,211.5622672495465,30.779301823752615,1,15000.0,6.883350457606304
A00047,47556.82612821127,316.53896379892467,6050.714851807668,16268.457292518999,64,ON,Full-time,483,689,38.895720773675265,14,0,On Time,28298.741447396795,9327.483736357288,275.1749863960942,21.088223356109104,1,15000.0,5.612942036256573
A00048,101575.85244672929,1000.224852684095,6886.292899005432,15970.759840139046,75,ON,Part-time,386,733,38.24220770671089,2,10,On Time,68439.3495890586,1529.1826226776739,654.3179555742446,22.37662783312135,1,15000.0,4.76280614020418
A00049,71097.62025122158,920.9072214950716,2823.2635073194247,26321.619334101968,92,BC,Part-time,367,751,46.33963282816354,4,7,On Time,122241.64744327175,3319.47350143459,1416.1582647077573,46.10938762610559,1,17774.405062805396,5.991915666455391
A00050,24797.048731724328,382.2634147173546,4814.353459576055,6960.6156501691075,69,ON,Full-time,457,677,72.59118747699434,0,7,On Time,47565.04524572323,2814.85390124123,863.2007791960034,65.32422998897873,0,0.0,0.0
A00051,70406.57866296772,1012.2064609421097,443.95264969326996,2182.424955899772,23,ON,Full-time,421,683,43.50250480824297,15,8,On Time,38514.178175525,220.74498782764795,418.8658053165757,24.948952243869435,1,2182.424955899772,6.0721183228318845
A00052,49387.80744170998,843.5490940185651,8175.324159581207,20495.873721391585,91,ON,Part-time,231,669,21.508715349454576,15,4,On Time,92137.68040707806,5019.760981039518,495.4407852087151,40.004075588689034,0,0.0,0.0
A00053,42682.27466694224,440.9050977265908,9898.921622398746,11009.566459943424,33,ON,Full-time,538,645,25.856715317202312,15,8,On Time,45706.12474798971,1582.2818272555671,295.4525639653263,25.345448403366046,0,0.0,0.0
A00054,81294.86597642384,1177.8725491338423,4068.790626246709,1510.1075701632133,57,ON,Part-time,343,773,50.299510733058824,14,3,On Time,66698.2907622528,1367.4819699705122,838.7228480181534,30.10148775637333,1,1510.1075701632133,3.3693023228196113
A00055,100257.76126235511,755.4831078168382,109.6365313154335,8289.846211422,88,ON,Full-time,137,827,35.64691869608435,4,10,On Time,65503.26155540665,2107.1993061517123,583.7473597484822,17.517783868004997,1,8289.846211422,3.241467318083167
A00056,95381.51347379487,1171.5350966676187,1697.9263955094737,9970.476452287545,97,BC,Full-time,373,708,36.986534076170244,1,9,On Time,158106.62989484082,7595.766914645268,1461.9540635684918,35.01365670132762,1,9970.476452287545,5.187445400687849
A00057,39355.50877733504,676.5151146923114,6525.268777504189,18888.31292674302,56,ON,Full-time,436,686,24.02986110619843,7,3,On Time,47359.07046170347,1291.880105820349,284.5079713283498,37.941761707477056,1,15000.0,4.467311689993275
A00058,51297.32123090885,839.3316831951638,6120.793182038592,6004.988027428891,57,BC,Full-time,154,769,45.73441488812085,14,4,On Time,89700.32582872575,6284.705822450181,1025.5979792626415,45.73348711295897,0,0.0,0.0
A00059,70659.77352012864,1462.4363764500235,7878.647195855439,12978.576090648543,70,ON,Full-time,518,724,40.16938050726013,8,2,On Time,59300.206621511534,2907.8316340802166,595.5131409846608,38.255907935839275,1,12978.576090648543,7.65921421048943
A00060,97516.07971687509,1004.6671073159679,2538.840109610682,14991.787888117144,21,ON,Full-time,114,669,15.36126172523675,8,4,On Time,148014.98201804876,684.0429309178675,568.4242195088646,22.1251898193621,1,14991.787888117144,5.188479220568129
A00061,47118.118194446244,636.8136469899041,7636.31915547134,14317.884349558637,47,ON,Full-time,91,664,12.990338409215227,2,4,On Time,31907.567774040697,9779.460007069198,103.62252579993972,24.327060790279493,1,14317.884349558637,5.2117423165837184
A00062,54566.232152773635,603.265266404294,6879.840215236698,29244.28223333667,49,ON,Full-time,345,732,47.1463465206334,14,10,On Time,34629.15107593897,6477.383300263974,408.159489085396,31.889810201953576,1,15000.0,5.434210507571455
A00063,34435.128959942755,436.4811713526846,3228.1449771384328,2319.6228959185873,84,ON,Full-time,593,715,35.0069400804553,17,9,On Time,24108.026055637347,2036.1038517782758,210.98705589693796,23.77557771827908,1,2319.6228959185873,5.882567717924576
A00064,32922.009273227784,617.1951430738742,5454.88148056962,28578.07740711958,63,BC,Part-time,524,744,22.688296043489807,16,3,On Time,56406.988813872566,5061.794264580804,319.9446152827397,49.783507736537324,1,8230.502318306946,5.78368709786239
A00065,89882.89282516975,1458.6239902119498,1472.7380849832673,17876.179205826968,91,BC,Full-time,583,728,48.47471453334719,0,10,On Time,133334.94403352207,3885.3964680595654,1615.8433373362018,44.626200745059215,0,0.0,0.0
A00066,117962.25911560976,2255.31265129801,4525.645034355826,24076.10373412531,40,BC,Part-time,90,651,14.811044885281957,10,4,On Time,88347.34299397476,1753.5891039794938,327.12911564479015,29.94432298964162,0,0.0,0.0
A00067,57756.7173408317,532.3939311250086,8811.97339555641,13481.385922466186,28,ON,Part-time,397,669,8.88065846711255,0,4,Late<30,62213.12839014264,9611.916755053433,138.1233863508701,18.132708640542084,0,0.0,0.0
A00068,98890.3014846202,1877.582321233028,4211.913798253908,14161.298556452433,39,ON,Full-time,104,664,6.268476976988197,5,8,On Time,162726.860358914,8593.227126671267,255.01239442435644,28.455945533168915,1,14161.298556452433,5.783427574123787
A00069,71741.02312282495,510.90607546750704,8395.66706475422,26500.468471458884,35,BC,Part-time,595,708,30.740581455412624,11,0,On Time,66612.37102622335,3692.366748844609,511.92575436744664,23.757768625214027,1,15000.0,6.292560180653194
A00070,43366.39548989126,833.0137942957629,5902.533652596944,26982.100392465163,85,ON,Full-time,539,695,70.15464922231088,19,6,Late>60,81611.0274929283,8108.180873567795,1431.3482516096888,73.8570090036078,0,0.0,0.0
A00071,71732.3996692858,792.57075435536,1918.7671310235676,7921.977561507631,25,BC,Full-time,278,681,13.502263504916275,17,0,On Time,134276.1792863145,1896.033839673722,453.2580887892998,22.829156914179023,1,7921.977561507631,5.463469102397761
A00072,129187.26317483674,1400.0974942716557,5811.062446978964,6778.014478953927,54,BC,Full-time,11,687,36.949489073585326,13,10,On Time,171735.24830533157,750.499989555864,1586.3824202018282,28.68533682747114,1,6778.014478953927,5.336721319174152
A00073,58811.164037321854,806.7691023187754,5059.833291570634,15390.82004222858,85,BC,Part-time,306,726,21.53114331547965,12,0,On Time,85156.29563436836,5266.179826325382,458.37810137973486,30.525010592530975,1,15000.0,6.950939482431847
A00074,130917.39462521822,2614.2107157485107,3986.41335196384,27108.033786703058,95,ON,Full-time,363,692,19.82235514353333,10,2,On Time,193735.16473297376,3924.5540387908327,960.0718097819849,36.489296571114735,1,15000.0,5.88629035713407
A00075,20000.0,138.9362313654099,1196.3043951607033,10348.297708779113,48,BC,Full-time,317,672,50.62516799011657,19,4,On Time,17754.053732652268,698.2652185641824,224.7004881802693,31.13167111064195,1,6600.000000000001,7.043655940476149
A00076,90305.28385884807,1028.27933102092,4167.086638472299,19908.423844834808,89,ON,Full-time,537,647,36.91228464794833,17,8,On Time,94638.31949206637,6304.869192040929,873.3291469236578,29.23729033250612,0,0.0,0.0
A00077,62537.617465711475,1172.0596914958119,727.6237623962711,21536.39894447743,47,ON,Full-time,213,663,21.482033464077258,20,8,On Time,44020.95848137637,8196.224454620913,236.4149258044207,33.2251979842391,1,15000.0,4.346870621422351
A00078,51559.73538000993,620.0467802260735,987.6905139875125,23581.565281930518,90,ON,Full-time,313,742,3.3722004870543913,17,10,Late<30,97309.05014434732,5273.189366267525,82.03640657289206,24.572818108851664,1,15000.0,3.9072259246114593
A00079,62685.183336192444,573.8434509965697,4159.16532932716,17353.809279707933,92,ON,Unemployed,454,673,24.220389861968407,16,10,Late 30-60,99404.54382674223,539.1284136329277,601.9042013837054,27.490798593486986,1,15000.0,6.467232229255699
A00080,22163.798590270853,275.82659273385707,3053.814819684637,12671.200170090118,51,ON,Full-time,398,772,10.092896275562346,4,0,On Time,12623.045720726057,3774.317584439585,31.850772785242313,26.949100771324147,1,12190.089224648971,3.0
A00081,53646.10021714487,636.9208699778865,9255.443258622234,29043.463675170213,77,BC,Full-time,221,725,12.17125962300279,5,2,On Time,71031.7914175642,2508.016022734365,216.13659370753882,28.82690999561867,1,15000.0,4.698993698518946
A00082,71578.94788451088,1402.934466032265,3757.058053802705,18728.59184578273,38,ON,Full-time,579,667,17.378155600715644,7,10,On Time,72624.75941128479,1485.4773714946111,315.5210923784613,33.51909177525284,1,15000.0,5.802707381584379
A00083,125360.26894021804,2176.4476971381596,7578.581220721001,22128.391137364855,47,ON,Full-time,261,675,18.80962935946997,3,0,On Time,215987.19576828554,4992.3861388737305,1015.659774698183,33.733495009434236,1,15000.0,5.565692842585423
A00084,46205.99778654184,629.1532731546112,5302.475263662427,11004.502525180471,71,ON,Full-time,495,615,60.94284648651951,0,0,Late<30,46931.438039443194,653.6023550375636,715.0338559573472,39.19633136707436,0,0.0,0.0
A00085,39964.75415579039,825.8211863839558,7040.856686423354,20428.526249089322,19,ON,Part-time,129,682,33.96444444073224,14,8,Late<30,58597.32913153997,631.5401084321293,497.5564324158725,48.93728627528754,1,9991.188538947597,7.250908850938439
A00086,46589.080946626,607.302522522292,2601.1598301539916,8476.132202759653,52,ON,Part-time,158,777,32.82446488766409,6,1,On Time,34877.07519060657,7767.172917120938,286.2053324946214,26.288988337699088,1,8476.132202759653,4.811510218438835
A00087,94627.27747243758,671.7875917755712,9419.04972838329,8107.810608330448,62,BC,Unemployed,290,765,63.67787570440973,15,0,Late<30,126623.9048736226,4275.302980801698,2015.7853189373852,35.624274245736245,1,8107.810608330448,6.038273480138633
A00088,70571.06920252321,710.9917975240013,5300.884969144239,21726.943852473363,32,ON,Part-time,542,764,45.32392976567889,5,5,On Time,66395.28015576773,7446.622682864331,752.3237536381475,30.42413378458963,1,21726.943852473363,6.717358637161441
A00089,45941.305719418975,579.2905164313373,8313.240712852497,16120.447351625118,55,BC,Part-time,88,724,31.760454452124655,6,1,On Time,34333.43699173281,3265.98189972677,272.6113904402054,28.56798081862838,1,15000.0,6.655576462003497
A00090,77391.61470441605,660.78224198218,3650.456934761135,20815.0217022493,53,BC,Unemployed,331,692,55.50617919482753,20,4,On Time,110584.00530504537,3501.7128452892275,1534.5239036359017,38.880669138054394,1,15000.0,7.345395021344917
A00091,62852.04647052314,1261.3562310136053,1002.1134905052453,8813.716231694658,77,ON,Unemployed,505,703,47.262626116628276,5,2,Late 30-60,91635.88280729717,4282.509648899227,1082.738116997113,47.27865322853077,0,0.0,0.0
A00092,97180.22228070487,1694.1635234617243,6737.116477208488,18362.976890645183,42,ON,Part-time,129,721,53.1069897679453,12,9,On Time,191933.9196870819,3044.9217494603554,2548.2581772358735,55.78747915608706,0,0.0,0.0
A00093,42149.30409370507,428.3432163501419,77.59648337424485,13874.075841390264,83,ON,Part-time,206,699,33.71191196233026,1,4,On Time,63378.18421624823,5590.442066332529,534.1499416576274,33.327362929442565,1,13874.075841390264,6.121126867222513
A00094,50826.28528924849,755.5784463814296,4752.9297656550825,18311.84831852031,24,BC,Part-time,359,668,33.73763927436493,4,7,On Time,64730.57333774517,728.9103577357625,545.9641833229177,37.21429600086654,1,15000.0,5.129886039002523
A00095,49214.61560137578,825.3848904285758,1928.0190266645925,9435.512235082362,86,ON,Full-time,58,697,21.219984689213653,2,5,Late<30,91978.73377401705,5573.671756306024,487.94683060447517,35.47395959793577,0,0.0,0.0
A00096,28803.221742713624,575.4015108447212,6273.755044353622,21748.077945824592,56,ON,Full-time,95,645,38.51807333924634,20,10,On Time,50187.34500023677,7137.326488235197,483.2799588552946,57.697822191896634,0,0.0,0.0
A00097,69429.01471093169,1326.5928323454873,9794.198731378521,24371.951618624502,19,BC,Part-time,245,723,27.108376176337075,8,10,On Time,91862.8775130541,9922.192771919725,622.5633600661617,40.00751806134835,1,15000.0,6.7138936025107965
A00098,68222.35909639139,938.9593347418074,4644.02906320646,8537.577741873985,59,BC,Full-time,458,663,22.829629247857923,2,10,On Time,86439.34015605856,6374.894475675456,493.3445220480737,27.446148921001353,1,8537.577741873985,6.559786494265458
A00099,60027.41949034858,1053.3021725923677,8174.982565256667,9717.99623581362,49,ON,Part-time,144,722,54.06084183747749,11,7,On Time,114829.6789320978,7089.548076217037,1551.9472777491153,54.995255512944496,0,0.0,0.0
A00100,53247.51593163687,769.31714571282,5077.8418695112105,20173.473821853695,54,BC,Part-time,309,656,32.50083672767139,2,5,On Time,75914.48112338915,5951.996152995725,616.8210390642907,38.057894627942005,0,0.0,0.0
A00101,29504.98847781363,422.22420580311643,4958.400311040241,21171.97005480278,91,ON,Full-time,533,693,73.9032358818677,16,3,On Time,46342.56348198134,9509.560219388579,856.2163500948238,64.91187513949166,0,0.0,0.0
A00102,48517.37880494381,384.4187287863279,9304.234931787778,21418.89084752605,72,BC,Full-time,380,710,19.03534757369676,14,3,Late<30,30566.849285930217,8097.73724693724,145.4626500976216,21.05220263490678,1,15000.0,6.713353510358775
A00103,50445.19314893446,408.07676895970116,8899.658687466816,20798.256638499268,49,ON,Full-time,352,693,8.61617421233816,16,9,On Time,79575.1952802936,6151.4875076504195,171.40843637895978,21.206200216957168,1,15000.0,5.299595477166572
A00104,40089.16452318904,560.1404480456824,7858.004651879744,12391.423791623625,47,ON,Full-time,284,725,48.72318549497457,6,9,Late<30,35960.89313938125,3326.784770320479,438.0323167487579,35.442318713842994,1,12391.423791623625,6.6280095388711215
A00105,55235.27920593197,561.7923648966074,2962.557533167841,12450.756557706673,21,ON,Full-time,501,717,37.270062525424564,8,2,Late 30-60,37190.29377372556,3244.3400785302247,346.52114357141494,23.79077008556554,0,0.0,0.0
A00106,73278.71241277449,480.4729939927445,5450.084157239406,8389.711085687062,76,ON,Part-time,257,683,34.283553436842155,17,7,On Time,130033.01385742544,7532.73397148654,1114.4984447836705,28.179814547534033,1,8389.711085687062,4.045229645115212
A00107,153751.50136631745,2581.7037375449822,2238.97233305685,5548.177296994526,79,ON,Full-time,51,676,9.189649061067628,1,9,On Time,236283.25163897287,9285.99619945029,542.8400403925233,25.035981376856874,1,5548.177296994526,3.7559070472754645
A00108,65335.375480845214,439.2995716509638,4439.1669804653975,21084.744002510266,24,ON,Full-time,549,673,2.3847117496337757,16,8,On Time,72610.23879942864,9856.209310853095,43.288622402177936,14.672468289250176,1,15000.0,5.39564905399463
A00109,68102.90815163254,1016.8527347842111,4842.130657597906,3702.4747931970724,38,ON,Full-time,215,667,20.042256569912386,20,7,On Time,78122.5545958552,2623.352481589659,391.4380707767795,25.793223235631054,1,3702.4747931970724,3.8442744475481505
A00110,57686.41841980109,814.1424312106702,8316.400401693309,28195.97631681667,79,ON,Part-time,445,783,30.70842497405745,13,8,Late 30-60,45899.73231193092,5919.494703964684,352.37712150756283,33.0641265173411,1,21632.406907425408,4.482546653581775
A00111,22939.472424310374,467.47313005076137,8960.283653249931,24973.902806472088,64,BC,Full-time,222,674,58.62586679062305,16,9,Late<30,11798.37840784019,7020.010716337445,172.92254022085058,53.096471981266525,0,0.0,0.0
A00112,59085.632106662604,786.5149421019504,4146.200623964779,25867.66645876043,31,ON,Part-time,104,743,9.067327447793996,10,8,On Time,60505.97444387588,4130.408527402095,137.15687070761948,26.639711136333627,1,15000.0,4.847158273325562
A00113,61704.68290395539,442.8866540820057,177.04445073237207,27293.395623840515,41,ON,Full-time,521,706,37.979496709962625,0,2,On Time,44589.13295588898,1092.240995737126,423.3682070995678,24.80827844184401,1,15000.0,6.497610248700805
A00114,200000.0,2859.08990610218,8617.738397893547,12849.544150973963,97,BC,Full-time,382,685,11.166234059561747,0,10,On Time,226518.0387061946,2859.87352619632,632.3383597265591,22.105028568560094,1,12849.544150973963,6.665845327490702
A00115,54383.687057610245,1006.9675784787783,1742.786785013607,25554.32097716163,49,ON,Full-time,113,707,32.011239140198185,19,3,On Time,95211.56749295592,5154.888637742175,761.9600639825329,47.49017744616253,1,14955.513940842819,4.926633753805644
A00116,69617.66845141408,1447.1693044545525,6218.819638903935,5583.77770845783,22,BC,Unemployed,68,710,75.93329776206578,14,2,Late>60,46792.23106279248,1150.0834497559354,888.2721035606014,41.69972584468905,1,5583.77770845783,6.494933465726563
A00117,58843.93890685374,737.0696430653136,249.70900434131192,1627.6120436388346,93,BC,Full-time,364,629,26.923163653172473,1,4,On Time,37520.684491301625,3129.7752845108052,252.54388223459102,20.678990389673864,0,0.0,0.0
A00118,33378.29045284421,364.52508868685794,3995.0647526056428,23761.850445251654,84,ON,Part-time,43,696,11.696431962706118,11,8,On Time,61855.09010067123,2577.4306097136114,180.87096322738944,32.421929212956805,1,12516.85891981658,4.843308102444064
A00119,106023.008117994,2064.4829029054513,9859.603021153498,3169.10279191124,34,BC,Part-time,210,700,15.573010791411013,12,2,On Time,171514.41087515224,3544.095121118538,667.7489428603121,31.462246963045626,1,3169.10279191124,5.9458316951303605
A00120,87200.6022441985,788.2016844622899,1006.936011038031,29667.215352451727,49,ON,Part-time,275,686,30.251485147152202,9,5,Late 30-60,50541.88748640806,6868.892531704008,382.24178965102783,22.230833221213043,1,15000.0,5.935928459923384
